|family|base|nr_appearances|freq_corpus|highlighted
68|NOUN|Mensch|1|0.000776|False
69|NOUN|Menschen|1|0.000776|False
70|NOUN|Missverständnis|1|5.37e-06|False
71|NOUN|Missverständnissen|1|5.37e-06|False
72|NOUN|Motto|1|2.75e-05|False
73|NOUN|Nation|1|2.29e-05|False
74|NOUN|Nationalität|1|4.9e-06|False
75|NOUN|Nationalitäten|1|4.9e-06|False
76|NOUN|Nationen|1|2.29e-05|False
77|NOUN|Nein|1|0.000331|False
78|NOUN|Person|3|0.000195|False
79|NOUN|Personen|1|0.000195|False
80|NOUN|Phänomen|1|1.58e-05|False
81|NOUN|Problem|3|0.000234|False
82|NOUN|Probleme|2|0.000234|False
83|NOUN|Prozess|1|5.89e-05|False
84|NOUN|Reaktion|2|4.47e-05|False
85|NOUN|Regel|2|9.77e-05|False
86|NOUN|Regeln|2|9.77e-05|False
87|NOUN|Ruhe|1|7.76e-05|False
88|NOUN|Rundschau|1|6.92e-06|False
89|NOUN|Sachlichkeit|1|2.04e-06|False
90|NOUN|Seminar|4|1.32e-05|False
91|NOUN|Seminars|3|1.32e-05|False
92|NOUN|Sie|1|0.012|True
93|NOUN|"Sie|sie"|1|0.012|True
94|NOUN|Situation|1|0.000102|False
95|NOUN|Solche|1|0.000219|False
96|NOUN|Sowas|1|9.55e-05|False
97|NOUN|Spiegel|1|5.5e-05|False
98|NOUN|Supermarkt|1|1.48e-05|False
99|NOUN|Tag|1|0.00049|False
100|NOUN|Teilnehmer|1|6.61e-05|False
101|NOUN|Tempo|1|1.74e-05|False
102|NOUN|Universität|1|7.94e-05|False
103|NOUN|Unterschied|1|6.92e-05|False
104|NOUN|Unterschiedliche|1|3.89e-05|False
105|NOUN|Verbesserungsmöglichkeit|1|0.0|False
106|NOUN|Verbesserungsvorschlag|1|1.17e-06|False
107|NOUN|Verbesserungsvorschläge|1|1.17e-06|False
108|NOUN|Verhandlung|1|2.95e-05|False
109|NOUN|Verhandlungen|1|2.95e-05|False
110|NOUN|Verneinung|1|5.75e-07|False
111|NOUN|Vordergrund|1|2.04e-05|False
112|NOUN|Vorschlag|3|3.72e-05|False
113|NOUN|Weise|3|0.000117|False
114|NOUN|Wir|1|0.012|True
115|NOUN|Wort|2|0.000166|False
116|NOUN|Zeitplan|1|5.5e-06|False
117|NOUN|Ziel|1|0.000151|False
118|NOUN|all|1|0.00141|False
119|NOUN|alle|1|0.00141|False
120|NOUN|amerikanisch|2|4.37e-05|False
121|NOUN|amerikanischen|2|4.37e-05|False
122|NOUN|ander|1|0.000692|False
123|NOUN|anderen|1|0.000692|False
124|NOUN|bekannt|1|0.000182|False
125|NOUN|bekanntes|1|0.000182|False
126|NOUN|betreffend|1|9.12e-06|False
127|NOUN|betreffenden|1|9.12e-06|False
128|NOUN|brasilianisch|1|5.13e-06|False
129|NOUN|brasilianischen|1|5.13e-06|False
130|NOUN|böse|1|5.5e-05|False
131|NOUN|das|10|0.0288|True
132|NOUN|dem|2|0.0288|True
133|NOUN|den|6|0.0288|True
134|NOUN|der|55|0.0302|True
135|NOUN|derartig|1|1.32e-05|False
136|NOUN|derartige|1|1.32e-05|False
137|NOUN|derjenige|1|3.16e-05|False
138|NOUN|des|5|0.0288|True
139|NOUN|deutsch|8|0.000468|True
140|NOUN|deutsche|3|0.000372|False
141|NOUN|deutschen|5|0.000468|False
142|NOUN|die|11|0.0302|True
143|NOUN|dies|6|0.00158|False
144|NOUN|diese|2|0.00158|False
145|NOUN|diesem|1|0.000646|False
146|NOUN|dieser|2|0.0011|False
147|NOUN|dir|1|0.00617|False
148|NOUN|direkt|2|0.000219|False
149|NOUN|direkte|1|0.000219|False
150|NOUN|direkten|1|0.000219|False
151|NOUN|du|2|0.00617|False
152|NOUN|effizient|2|5.89e-06|False
153|NOUN|effizientes|1|5.89e-06|False
154|NOUN|ein|20|0.00813|True
155|NOUN|eine|3|0.00813|False
156|NOUN|einem|3|0.00813|False
157|NOUN|einen|9|0.00813|True
158|NOUN|einer|7|0.00813|False
159|NOUN|einig|1|0.000347|False
160|NOUN|einige|1|0.000347|False
161|NOUN|er|9|0.012|True
162|NOUN|erst|1|0.000575|False
163|NOUN|erste|1|0.000575|False
164|NOUN|es|6|0.012|True
165|NOUN|etwas|2|0.000871|False
166|NOUN|folgend|1|9.55e-05|False
167|NOUN|folgenden|1|9.55e-05|False
168|NOUN|ich|31|0.012|True
169|NOUN|ihm|1|0.012|True
170|NOUN|ihn|1|0.012|True
171|NOUN|jemand|2|0.000316|False
172|NOUN|kein|6|0.00145|False
173|NOUN|keine|2|0.00145|False
174|NOUN|keinen|2|0.000813|False
175|NOUN|keiner|2|0.000813|False
176|NOUN|konstruktiv|1|4.47e-06|False
177|NOUN|konstruktive|1|4.47e-06|False
178|NOUN|man|15|0.00288|True
179|NOUN|mein|4|0.00209|False
180|NOUN|meinen|1|0.000832|False
181|NOUN|mir|1|0.012|True
182|NOUN|möglich|1|0.000251|False
183|NOUN|mögliches|1|0.000251|False
184|NOUN|niemand|1|0.000174|False
185|NOUN|niemanden|1|0.000174|False
186|NOUN|offensichtlich|1|5.37e-05|False
187|NOUN|offensichtliche|1|5.37e-05|False
188|NOUN|potenziell|1|3.98e-06|False
189|NOUN|potenzielle|1|3.98e-06|False
190|NOUN|sein|3|0.00209|False
191|NOUN|seine|2|0.00209|False
192|NOUN|seinem|1|0.00209|False
193|NOUN|sich|2|0.012|True
194|NOUN|sie|9|0.012|True
195|NOUN|solch|1|0.000219|False
196|NOUN|tatsächlich|1|0.000129|False
197|NOUN|tatsächliche|1|0.000129|False
198|NOUN|verschieden|1|0.000112|False
199|NOUN|verschiedene|1|0.000112|False
200|NOUN|viel|1|0.001|False
201|NOUN|vielen|1|0.001|False
202|NOUN|was|2|0.00309|False
203|NOUN|weit|1|0.000251|False
204|NOUN|weiterer|1|0.000251|False
205|NOUN|welch|2|0.000355|False
206|NOUN|welche|1|0.000355|False
207|NOUN|welcher|2|0.000355|False
208|NOUN|welches|1|0.000123|False
209|NOUN|wir|1|0.012|True
210|NOUN|wirtschaftlich|1|2.57e-05|False
211|NOUN|wirtschaftlichen|1|2.57e-05|False
212|NOUN|Äußern|1|2e-05|False
213|NOUN|Übermitteln|1|2.69e-06|False
214|OTHERS|Aus|1|0.00398|False
215|OTHERS|Bei|2|0.00457|False
216|OTHERS|Damit|1|0.000912|False
217|OTHERS|Dazu|1|0.000513|False
218|OTHERS|Durch|1|0.00182|False
219|OTHERS|Für|1|0.00759|False
220|OTHERS|Im|1|0.00724|False
221|OTHERS|In|2|0.0174|True
222|OTHERS|Ja|1|0.00214|False
223|OTHERS|Jedoch|1|0.000363|False
224|OTHERS|Nein|6|0.000331|False
225|OTHERS|Stattdessen|1|3.98e-05|False
226|OTHERS|Von|1|0.00977|False
227|OTHERS|Wichtig|2|0.000195|False
228|OTHERS|Wie|1|0.00447|False
229|OTHERS|Während|1|0.000479|False
230|OTHERS|Zu|1|0.0102|True
231|OTHERS|aber|1|0.00427|False
232|OTHERS|als|7|0.00513|False
233|OTHERS|also|1|0.001|False
234|OTHERS|am|2|0.00288|False
235|OTHERS|an|2|0.0049|False
236|OTHERS|an dem|2|0.00288|False
237|OTHERS|anschließen|1|6.76e-05|False
238|OTHERS|anschließend|1|6.76e-05|False
239|OTHERS|auch|3|0.00603|False
240|OTHERS|auf|2|0.00776|False
241|OTHERS|auffällig|1|1.17e-05|False
242|OTHERS|auffälliger|1|1.17e-05|False
243|OTHERS|aufrichtig|1|3.63e-06|False
244|OTHERS|aus|1|0.00398|False
245|OTHERS|bei|3|0.00457|False
246|OTHERS|bekannt|1|0.000182|False
247|OTHERS|bekennen|1|0.000182|False
248|OTHERS|beleidigen|2|7.94e-06|False
249|OTHERS|beleidigend|2|7.94e-06|False
250|OTHERS|bereits|1|0.000468|False
251|OTHERS|bitte|2|0.000501|False
252|OTHERS|bitten|2|0.000501|False
253|OTHERS|da|3|0.00234|False
254|OTHERS|dabei|1|0.000631|False
255|OTHERS|dadurch|1|0.000148|False
256|OTHERS|damit|3|0.000912|False
257|OTHERS|dann|2|0.00224|False
258|OTHERS|daran|1|0.000229|False
259|OTHERS|darauf|2|0.000331|False
260|OTHERS|daraufhin|1|3.31e-05|False
261|OTHERS|dass|11|0.0049|True
262|OTHERS|davon|2|0.00038|False
263|OTHERS|dazu|2|0.000513|False
264|OTHERS|denn|2|0.000933|False
265|OTHERS|direkt|4|0.000219|False
266|OTHERS|doch|2|0.00166|False
267|OTHERS|durch|1|0.00182|False
268|OTHERS|effizient|2|5.89e-06|False
269|OTHERS|effizienter|1|5.89e-06|False
270|OTHERS|ehrlich|1|7.94e-05|False
271|OTHERS|einfach|1|0.000891|False
272|OTHERS|einmal|1|0.000457|False
273|OTHERS|etwas|1|0.000871|False
274|OTHERS|für|2|0.00759|False
275|OTHERS|ganz|1|0.000955|False
276|OTHERS|gar|1|0.000437|False
277|OTHERS|gemütlich|1|1.32e-05|False
278|OTHERS|gerne|3|0.000309|False
279|OTHERS|gut|1|0.00123|False
280|OTHERS|hilfreich|1|1.78e-05|False
281|OTHERS|im|2|0.00724|False
282|OTHERS|immer|2|0.00162|False
283|OTHERS|in|11|0.0174|True
284|OTHERS|in dem|3|0.00724|False
285|OTHERS|indem|1|9.33e-05|False
286|OTHERS|inwieweit|1|6.92e-06|False
287|OTHERS|ja|1|0.00214|False
288|OTHERS|jederzeit|1|2.63e-05|False
289|OTHERS|jedoch|2|0.000363|False
290|OTHERS|jetzt|2|0.00162|False
291|OTHERS|kaputt|1|3.72e-05|False
292|OTHERS|lecker|1|2.09e-05|False
293|OTHERS|mal|1|0.00191|False
294|OTHERS|mehr|2|0.00214|False
295|OTHERS|mit|2|0.00955|False
296|OTHERS|möglich|1|0.000251|False
297|OTHERS|nach|1|0.00363|False
298|OTHERS|negativ|1|2.51e-05|False
299|OTHERS|nicht|10|0.0102|True
300|OTHERS|nochmal|1|0.000102|False
301|OTHERS|normal|1|5.89e-05|False
302|OTHERS|normalerweise|1|3.24e-05|False
303|OTHERS|ob|4|0.000692|False
304|OTHERS|obwohl|1|0.000151|False
305|OTHERS|oder|2|0.00316|False
306|OTHERS|oft|2|0.000302|False
307|OTHERS|oftmals|1|2.19e-05|False
308|OTHERS|praktisch|1|4.17e-05|False
309|OTHERS|ruhig|1|5.75e-05|False
310|OTHERS|schlecht|1|0.000135|False
311|OTHERS|schnell|4|0.000324|False
312|OTHERS|schnellen|1|0.000324|False
313|OTHERS|schneller|2|0.000324|False
314|OTHERS|schnellsten|1|0.000324|False
315|OTHERS|schockiert|1|6.76e-06|False
316|OTHERS|schon|2|0.00219|False
317|OTHERS|sehr|5|0.00138|False
318|OTHERS|sinnvoll|1|3.09e-05|False
319|OTHERS|so|3|0.0049|False
320|OTHERS|sofort|1|0.000204|False
321|OTHERS|sogar|2|0.000331|False
322|OTHERS|sondern|2|0.000589|False
323|OTHERS|stattdessen|1|3.98e-05|False
324|OTHERS|um|2|0.00288|False
325|OTHERS|und|18|0.0263|True
326|OTHERS|unhöflich|4|3.16e-06|False
327|OTHERS|viel|1|0.001|False
328|OTHERS|von|5|0.00977|False
329|OTHERS|vor|1|0.00204|False
330|OTHERS|völlig|1|0.000145|False
331|OTHERS|wenn|6|0.00324|False
332|OTHERS|wichtig|2|0.000195|False
333|OTHERS|wie|9|0.00447|True
334|OTHERS|wieder|1|0.00151|False
335|OTHERS|wirklich|2|0.000562|False
336|OTHERS|während|1|0.000479|False
337|OTHERS|zu|13|0.0102|True
338|OTHERS|zu dem|4|0.00368|False
339|OTHERS|zum|4|0.00368|False
340|OTHERS|zunächst|1|0.000174|False
341|OTHERS|zusammen|1|0.000355|False
342|VERB|Ist|2|0.012|True
343|VERB|abgelehnt|1|2.4e-05|False
344|VERB|ablehnen|1|2.4e-05|False
345|VERB|achten|1|3.47e-05|False
346|VERB|angenommen|1|4.27e-05|False
347|VERB|angesehen|1|4.79e-05|False
348|VERB|anhören|1|1.17e-05|False
349|VERB|annehmen|2|4.27e-05|False
350|VERB|ansehen|1|4.79e-05|False
351|VERB|ansprechen|2|1.02e-05|False
352|VERB|anspricht|2|1.02e-05|False
353|VERB|antworten|1|6.46e-05|False
354|VERB|antwortet|1|6.46e-05|False
355|VERB|aufgewachsen|1|1.35e-05|False
356|VERB|aufwachsen|1|1.35e-05|False
357|VERB|bedeuten|3|0.000123|False
358|VERB|bedeutet|3|0.000123|False
359|VERB|beginnen|1|4.9e-05|False
360|VERB|behalten|1|4.17e-05|False
361|VERB|beheben|1|5.25e-06|False
362|VERB|behebt|1|5.25e-06|False
363|VERB|beibehalten|1|4.17e-05|False
364|VERB|benutzen|1|4.68e-05|False
365|VERB|berichten|2|5.89e-05|False
366|VERB|berichtet|2|5.89e-05|False
367|VERB|besuchen|1|4.68e-05|False
368|VERB|besucht|1|4.68e-05|False
369|VERB|bist|1|0.00209|False
370|VERB|dahintersteckt|1|8.91e-07|False
371|VERB|denken|1|0.00017|False
372|VERB|dienen|1|4.27e-05|False
373|VERB|dient|1|4.27e-05|False
374|VERB|durchdenken|1|0.00017|False
375|VERB|durcheinandergebracht|1|2.19e-07|False
376|VERB|durchgesetzt|1|1.78e-05|False
377|VERB|durchsetzen|1|1.78e-05|False
378|VERB|eignen|1|1e-05|False
379|VERB|eingeladen|1|3.39e-05|False
380|VERB|einkaufen|1|2.14e-05|False
381|VERB|einladen|1|3.39e-05|False
382|VERB|empfinden|1|1.29e-05|False
383|VERB|entscheiden|1|8.13e-05|False
384|VERB|entstanden|1|5.75e-05|False
385|VERB|entstehen|1|5.75e-05|False
386|VERB|erkannt|1|8.13e-05|False
387|VERB|erkennen|1|8.13e-05|False
388|VERB|erledigen|1|1.48e-05|False
389|VERB|erledigte|1|1.48e-05|False
390|VERB|erzählen|1|9.33e-05|False
391|VERB|erzählt|1|9.33e-05|False
392|VERB|"er|es|sie"|5|0.00617|False
393|VERB|esse|1|0.000214|False
394|VERB|essen|2|0.000214|False
395|VERB|fahren|1|0.000158|False
396|VERB|finden|1|0.000398|False
397|VERB|findet|1|0.000398|False
398|VERB|fragen|3|0.000295|False
399|VERB|fragt|1|0.000295|False
400|VERB|führen|1|0.000158|False
401|VERB|geachtet|1|3.47e-05|False
402|VERB|geben|1|0.00115|False
403|VERB|gebrauchen|2|3.98e-05|False
404|VERB|gebraucht|1|3.98e-05|False
405|VERB|gefragt|2|0.000295|False
406|VERB|gehalten|1|0.000219|False
407|VERB|gehandelt|1|5.5e-05|False
408|VERB|gehe|1|0.000447|False
409|VERB|gehen|2|0.000447|False
410|VERB|gehört|1|0.000288|False
411|VERB|gelebt|1|0.000724|False
412|VERB|gelöst|1|4.27e-05|False
413|VERB|gemacht|1|0.000955|False
414|VERB|gemeint|2|0.000331|False
415|VERB|gesagt|1|0.000479|False
416|VERB|gestalten|1|3.63e-05|False
417|VERB|gestaltet|1|3.63e-05|False
418|VERB|gestellt|1|0.00024|False
419|VERB|gewertet|1|1.58e-05|False
420|VERB|gewöhnen|1|1.45e-05|False
421|VERB|gewöhnt|1|1.45e-05|False
422|VERB|geäussert|2|2e-05|False
423|VERB|geäußert|2|2e-05|False
424|VERB|gibt|1|0.00115|False
425|VERB|habe|1|0.00282|False
426|VERB|haben|9|0.00398|True
427|VERB|halten|1|0.000219|False
428|VERB|handeln|2|0.000117|False
429|VERB|handelt|1|0.000117|False
430|VERB|hat|7|0.00398|False
431|VERB|hätte|1|0.00282|False
432|VERB|hören|1|0.000288|False
433|VERB|isst|1|0.000214|False
434|VERB|ist|11|0.012|True
435|VERB|kann|6|0.00251|False
436|VERB|kennen|1|0.000117|False
437|VERB|komme|1|0.000513|False
438|VERB|kommen|1|0.000513|False
439|VERB|können|8|0.00251|True
440|VERB|lauten|1|3.55e-05|False
441|VERB|lautet|1|3.55e-05|False
442|VERB|leben|1|0.000724|False
443|VERB|legen|1|6.76e-05|False
444|VERB|legte|1|6.76e-05|False
445|VERB|lösen|1|4.27e-05|False
446|VERB|machen|5|0.000955|False
447|VERB|macht|2|0.000955|False
448|VERB|mag|2|0.000209|False
449|VERB|mein|3|0.00209|False
450|VERB|meinen|2|0.000331|False
451|VERB|möchte|1|0.000309|False
452|VERB|mögen|3|0.000309|False
453|VERB|nehmen|1|0.000282|False
454|VERB|nerve|1|3.16e-05|False
455|VERB|nerven|1|3.16e-05|False
456|VERB|passieren|1|0.000158|False
457|VERB|passiert|1|0.000158|False
458|VERB|sagen|7|0.000479|False
459|VERB|sagte|2|0.000479|False
460|VERB|sein|25|0.012|True
461|VERB|sich|5|0.00617|False
462|VERB|sind|5|0.00398|False
463|VERB|solle|1|0.000324|False
464|VERB|sollen|4|0.000575|False
465|VERB|sollte|2|0.000575|False
466|VERB|sollten|1|0.000324|False
467|VERB|stattfinden|1|2.34e-05|False
468|VERB|stattgefunden|1|2.34e-05|False
469|VERB|stehen|2|0.000479|False
470|VERB|steht|2|0.000479|False
471|VERB|stellen|2|0.00024|False
472|VERB|stoßen|1|1.29e-05|False
473|VERB|umgegangen|1|2.45e-05|False
474|VERB|umgehen|1|2.45e-05|False
475|VERB|unterbrach|1|4.37e-06|False
476|VERB|unterbrechen|1|4.37e-06|False
477|VERB|verbessern|1|3.02e-05|False
478|VERB|vermeiden|1|3.55e-05|False
479|VERB|vermieden|1|3.55e-05|False
480|VERB|vermisst|1|2.45e-05|False
481|VERB|wahrgenommen|3|1.51e-05|False
482|VERB|wahrnehmen|3|1.51e-05|False
483|VERB|wandern|2|1.58e-05|False
484|VERB|war|3|0.00339|False
485|VERB|werden|18|0.00316|True
486|VERB|werten|1|1.58e-05|False
487|VERB|wird|11|0.00316|True
488|VERB|wurde|2|0.00309|False
489|VERB|würde|1|0.00309|False
490|VERB|Äußert|1|2e-05|False
491|VERB|äußern|4|2e-05|False
492|VERB|äußerte|1|2e-05|False
493|VERB|überraschen|1|4.37e-05|False
494|VERB|überrascht|1|4.37e-05|False
